symbol,currency,exchange_timezone,exchange,mic_code,type,datetime,open_value,high_value,low_value,close_value,volume,datetime_load
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-05,467.49,470.44,466.43,467.92,86060800,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-04,468.3,470.96,467.05,467.28,84232200,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-03,470.43,471.19,468.17,468.79,103585900,2024-04-06 10:29:30
SPY,USD,America/New_York,NYSE,ARCX,ETF,2024-01-02,472.16,473.67,470.49,472.65,123623700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-04-05,436.78,443.17,435.96,440.47,54723000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-04-04,446.33,446.95,435.11,435.34,57267700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-04-03,438.96,444.0,438.95,442.1,39800600,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-04-02,440.08,441.43,438.03,441.11,44259700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-04-01,444.97,447.53,443.02,444.95,38729000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-28,444.78,445.64,443.65,444.01,36839600,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-27,446.44,446.54,441.93,444.83,41359200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-26,446.3,447.23,443.09,443.32,34142000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-25,443.55,446.26,442.54,444.76,27789200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-22,445.35,447.49,444.49,446.38,28229300,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-21,448.88,449.34,445.67,445.87,39345700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-20,439.78,444.11,438.06,443.77,43653500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-19,435.45,438.98,433.33,438.57,43004100,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-18,438.73,441.04,437.24,437.48,47323800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-15,436.07,438.87,432.74,433.92,73038800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-14,441.5,442.03,436.39,439.14,52195200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-13,442.65,442.67,439.12,440.25,37928700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-12,439.73,444.02,436.46,443.66,55300900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-11,437.51,438.66,435.44,437.39,45860000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-08,445.81,448.64,438.34,439.02,71954300,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-07,442.42,446.72,440.86,445.45,44526700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-06,440.32,441.99,436.89,438.79,46234500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-05,440.94,440.95,433.65,436.05,57917100,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-04,445.61,446.04,443.77,444.02,34325700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-03-01,439.9,446.58,439.84,445.61,43809200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-29,438.23,440.09,435.02,439.0,42495200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-28,435.43,436.67,434.3,435.27,32938800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-27,437.67,437.99,435.03,437.6,33713200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-26,437.6,438.6,436.36,436.55,33043200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-23,439.65,440.59,435.79,436.78,39853900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-22,434.49,439.12,433.71,438.07,53887800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-21,424.55,425.7,421.63,425.61,50179700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-20,428.55,430.08,423.5,427.32,53999500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-16,434.89,434.99,429.85,430.57,53661500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-15,433.92,434.98,431.33,434.51,38796100,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-14,431.26,433.65,428.88,433.22,45092700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-13,427.28,431.27,425.33,428.55,64491700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-12,436.94,439.14,434.65,435.34,33203300,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-09,433.94,437.85,433.14,437.05,36943900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-08,432.11,433.56,431.42,432.79,29889900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-07,430.41,432.83,429.09,431.99,37712700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-06,429.61,430.22,425.22,427.59,35846100,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-05,429.07,429.61,425.0,428.45,39889200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-02,423.8,430.24,422.79,429.01,59582300,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-02-01,418.79,422.38,417.81,421.88,51008600,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-31,420.85,422.87,416.79,416.97,64010600,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-30,427.1,427.68,424.38,425.3,36739000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-29,424.27,428.35,423.61,428.15,38694700,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-26,424.44,426.21,423.15,423.81,37137000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-25,428.36,429.04,423.98,426.35,44367200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-24,427.44,429.85,425.33,425.83,46948000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-23,422.43,423.7,420.57,423.48,33003800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-22,423.41,424.73,421.12,421.73,44880600,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-19,415.22,421.34,414.63,421.18,70268500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-18,410.52,413.58,409.16,412.99,59562500,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-17,406.17,407.59,402.92,407.21,54386000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-16,408.31,411.12,406.83,409.52,43903000,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-12,410.4,411.25,408.15,409.56,39581400,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-11,409.79,411.2,404.24,409.35,54536200,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-10,406.07,409.52,405.17,408.5,33962800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-09,401.91,406.69,401.71,405.75,39132900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-08,397.99,405.24,397.84,404.95,42473800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-05,396.45,399.56,395.34,396.75,44867900,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-04,396.44,399.59,396.06,396.28,39432800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-03,399.93,401.0,397.89,398.33,47002800,2024-04-06 10:29:30
QQQ,USD,America/New_York,NASDAQ,XNMS,ETF,2024-01-02,405.84,406.09,400.24,402.59,58026900,2024-04-06 10:29:30
